+------------------+-----------------------------+-----------------------+
| id_pessoa_fisica | nom_cidade                  | des_estado            |
| 192681984        | IBIRITE                     | MINAS GERAIS          |
| 175871259        | ITABAIANA                   | SERGIPE               |
| 81747803         | ARARAS                      | SAO PAULO             |
| 67473677         | JATAI                       | GOIAS                 |
| 655476779        | CASTANHAL                   | PARA                  |
| 89941251         | JOSE DE FREITAS             | PIAUI                 |
| 129694219        | BELO HORIZONTE              | MINAS GERAIS          |
| 29396389         | RECIFE                      | PERNAMBUCO            |
| 150074312        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 66586069         | JI-PARANA                   | RONDONIA              |
| 249201024        | AVARE                       | SAO PAULO             |
| 45087493         | OLINDA                      | PERNAMBUCO            |
| 372884328        | ANANINDEUA                  | PARA                  |
| 99775763         | UBERABA                     | MINAS GERAIS          |
| 793927347        | TERESINA                    | PIAUI                 |
| 79530736         | BELEM                       | PARA                  |
| 21925069         | CARIACICA                   | ESPIRITO SANTO        |
| 397459507        | PORTO NACIONAL              | TOCANTINS             |
| 380662427        | NITEROI                     | RIO DE JANEIRO        |
| 379328501        | OURICURI                    | PERNAMBUCO            |
| 361832949        | JOAO LISBOA                 | MARANHAO              |
| 288018080        | CIDADE NAO ENCONTRADA       | ESTADO NAO ENCONTRADO |
| 382953299        | GOIANIA                     | GOIAS                 |
| 161298392        | COROATA                     | MARANHAO              |
| 217427845        | PARNAMIRIM                  | RIO GRANDE DO NORTE   |
| 409685928        | BALNEARIO ARROIO DO SILVA   | SANTA CATARINA        |
| 372723141        | RECIFE                      | PERNAMBUCO            |
| 376186771        | ITUPIRANGA                  | PARA                  |
| 73184339         | FRANCA                      | SAO PAULO             |
| 240474029        | DIVISOPOLIS                 | MINAS GERAIS          |
| 184143157        | SALVADOR                    | BAHIA                 |
| 123419344        | GUARULHOS                   | SAO PAULO             |
| 80589003         | ITAJAI                      | SANTA CATARINA        |
| 201076533        | PARNAMIRIM                  | RIO GRANDE DO NORTE   |
| 117171685        | MACAPA                      | AMAPA                 |
| 55286728         | RAFARD                      | SAO PAULO             |
| 111367277        | GUARAPARI                   | ESPIRITO SANTO        |
| 731893656        | BELFORD ROXO                | RIO DE JANEIRO        |
| 42757587         | FRUTAL                      | MINAS GERAIS          |
| 209081787        | GUARULHOS                   | SAO PAULO             |
| 63520381         | SAO GONCALO DO AMARANTE     | RIO GRANDE DO NORTE   |
| 734995453        | FORMOSA DO RIO PRETO        | BAHIA                 |
| 831175648        | BRASILIA                    | DISTRITO FEDERAL      |
| 238031157        | SAO JOAO DEL REI            | MINAS GERAIS          |
| 114540544        | NATAL                       | RIO GRANDE DO NORTE   |
| 151682736        | RECIFE                      | PERNAMBUCO            |
| 136818157        | FORTALEZA                   | CEARA                 |
| 349453717        | PATOS                       | PARAIBA               |
| 288481997        | NOVA SERRANA                | MINAS GERAIS          |
| 361068160        | MANAUS                      | AMAZONAS              |
| 34928584         | SAO PAULO                   | SAO PAULO             |
| 748011501        | JOAO PESSOA                 | PARAIBA               |
| 112159011        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 176142411        | SAO BERNARDO DO CAMPO       | SAO PAULO             |
| 2557688          | DUQUE DE CAXIAS             | RIO DE JANEIRO        |
| 361662997        | MACAPA                      | AMAPA                 |
| 114286960        | CASCAVEL                    | CEARA                 |
| 209547061        | JOAO PESSOA                 | PARAIBA               |
| 150238523        | LAGO NORTE                  | DISTRITO FEDERAL      |
| 38065736         | POCOS DE CALDAS             | MINAS GERAIS          |
| 335945357        | BELEM                       | PARA                  |
| 256141240        | SANTA BARBARA D'OESTE       | SAO PAULO             |
| 118722701        | BELO HORIZONTE              | MINAS GERAIS          |
| 146836819        | BALNEARIO CAMBORIU          | SANTA CATARINA        |
| 40514443         | UBATUBA                     | SAO PAULO             |
| 869514888        | MARACANAU                   | CEARA                 |
| 268120752        | FORTALEZA                   | CEARA                 |
| 186186528        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 76678123         | PONTA GROSSA                | PARANA                |
| 22214539         | NOVA LIMA                   | MINAS GERAIS          |
| 57816093         | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 20780403         | MARINGA                     | PARANA                |
| 168065883        | CONQUISTA                   | MINAS GERAIS          |
| 24332067         | RIO CLARO                   | SAO PAULO             |
| 13268405         | BARAUNA                     | RIO GRANDE DO NORTE   |
| 674978723        | COTIA                       | SAO PAULO             |
| 337094064        | GOIANIA                     | GOIAS                 |
| 85031507         | ITIUBA                      | BAHIA                 |
| 187995024        | JUIZ DE FORA                | MINAS GERAIS          |
| 790680101        | CANELA                      | RIO GRANDE DO SUL     |
| 207845291        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 125688077        | REDENCAO                    | PARA                  |
| 247790176        | CARAPICUIBA                 | SAO PAULO             |
| 127562501        | TOLEDO                      | PARANA                |
| 48135915         | SAO PAULO                   | SAO PAULO             |
| 32854765         | RIBEIRAO PRETO              | SAO PAULO             |
| 221438731        | SAO LUIS                    | MARANHAO              |
| 363781064        | SIMOES FILHO                | BAHIA                 |
| 147222253        | BELO HORIZONTE              | MINAS GERAIS          |
| 171263045        | FORTALEZA                   | CEARA                 |
| 58312304         | ANANINDEUA                  | PARA                  |
| 281951744        | IGARASSU                    | PERNAMBUCO            |
| 60962376         | BELEM                       | PARA                  |
| 196098672        | DOURADOS                    | MATO GROSSO DO SUL    |
| 359918112        | MATUPA                      | MATO GROSSO           |
| 173490035        | CASTANHAL                   | PARA                  |
| 146423461        | ITABIRA                     | MINAS GERAIS          |
| 203686851        | JERONIMO MONTEIRO           | ESPIRITO SANTO        |
| 286210696        | LAGO NORTE                  | DISTRITO FEDERAL      |
| 276370560        | DIAS D'AVILA                | BAHIA                 |
| 56507829         | SAO PAULO                   | SAO PAULO             |
| 295652336        | ITAPEVI                     | SAO PAULO             |
| 26910792         | SANTANA DA PONTE PENSA      | SAO PAULO             |
| 372611461        | OROBO                       | PERNAMBUCO            |
| 204436099        | ITABAIANA                   | SERGIPE               |
| 173974267        | LAGO NORTE                  | DISTRITO FEDERAL      |
| 280978013        | SAO PAULO                   | SAO PAULO             |
| 185037725        | AQUIRAZ                     | CEARA                 |
| 761415000        | PEDREIRAS                   | MARANHAO              |
| 380690133        | JABOATAO DOS GUARARAPES     | PERNAMBUCO            |
| 60083395         | LIMEIRA                     | SAO PAULO             |
| 288926283        | APODI                       | RIO GRANDE DO NORTE   |
| 70855461         | PAULINIA                    | SAO PAULO             |
| 69617816         | BOA VISTA                   | RORAIMA               |
| 9327587          | LONDRINA                    | PARANA                |
| 290112232        | SALVADOR                    | BAHIA                 |
| 255424731        | JUNDIAI                     | SAO PAULO             |
| 373360365        | CASTANHAL                   | PARA                  |
| 344005573        | BRASILIA                    | DISTRITO FEDERAL      |
| 152235672        | FORMIGA                     | MINAS GERAIS          |
| 36053829         | SAO BERNARDO DO CAMPO       | SAO PAULO             |
| 255264005        | SANTO ANDRE                 | SAO PAULO             |
| 340920517        | ARAGUATINS                  | TOCANTINS             |
| 178972333        | JARINU                      | SAO PAULO             |
| 750324264        | MACEIO                      | ALAGOAS               |
| 37714480         | BAMBUI                      | MINAS GERAIS          |
| 164433456        | ITORORO                     | BAHIA                 |
| 397159851        | JAGUAQUARA                  | BAHIA                 |
| 168861917        | OSASCO                      | SAO PAULO             |
| 762895605        | GOIANIA                     | GOIAS                 |
| 147153709        | SALVADOR                    | BAHIA                 |
| 100918515        | FERROS                      | MINAS GERAIS          |
| 105376563        | BANANEIRAS                  | PARAIBA               |
| 795319456        | JUAZEIRO                    | BAHIA                 |
| 122145547        | MULUNGU DO MORRO            | BAHIA                 |
| 45025827         | SAO BERNARDO DO CAMPO       | SAO PAULO             |
| 68604451         | BRASILIA                    | DISTRITO FEDERAL      |
| 245427515        | SAO PAULO                   | SAO PAULO             |
| 12613413         | SERTANIA                    | PERNAMBUCO            |
| 341294941        | CASCAVEL                    | PARANA                |
| 183942805        | SALVADOR                    | BAHIA                 |
| 793285485        | TERESINA                    | PIAUI                 |
| 33141040         | IGARAPE                     | MINAS GERAIS          |
| 266311299        | CAMPO VERDE                 | MATO GROSSO           |
| 183189013        | NAVIRAI                     | MATO GROSSO DO SUL    |
| 19192227         | CRICIUMA                    | SANTA CATARINA        |
| 362748608        | PAULO AFONSO                | BAHIA                 |
| 100810811        | MACAPA                      | AMAPA                 |
| 655753181        | ALTER DO CHAO               | PARA                  |
| 84643843         | PAULINIA                    | SAO PAULO             |
| 70276421         | ARRAIAS                     | TOCANTINS             |
| 99050533         | FORTALEZA                   | CEARA                 |
| 155594525        | BRASILIA                    | DISTRITO FEDERAL      |
| 40158197         | SAO PAULO                   | SAO PAULO             |
| 268201344        | PASSOS                      | MINAS GERAIS          |
| 86635371         | CAMPINAS                    | SAO PAULO             |
| 167382584        | VITORIA DA CONQUISTA        | BAHIA                 |
| 172386035        | MARABA                      | PARA                  |
| 428671104        | CURITIBA                    | PARANA                |
| 111860811        | TERESINA                    | PIAUI                 |
| 72125021         | ALAGOINHAS                  | BAHIA                 |
| 117742627        | CONSELHEIRO LAFAIETE        | MINAS GERAIS          |
| 79658125         | OSASCO                      | SAO PAULO             |
| 260596024        | CONTAGEM                    | MINAS GERAIS          |
| 204118736        | MONTANHAS                   | RIO GRANDE DO NORTE   |
| 261437624        | SAO JOSE DO RIO PRETO       | SAO PAULO             |
| 648378973        | IBOTIRAMA                   | BAHIA                 |
| 179685507        | JAGUAQUARA                  | BAHIA                 |
| 118693173        | BRASILIA                    | DISTRITO FEDERAL      |
| 43821611         | BARBACENA                   | MINAS GERAIS          |
| 245627149        | JUNDIAI                     | SAO PAULO             |
| 683317397        | SUZANO                      | SAO PAULO             |
| 148674347        | BRASILIA                    | DISTRITO FEDERAL      |
| 58522915         | VILHENA                     | RONDONIA              |
| 106360056        | MANAUS                      | AMAZONAS              |
| 152027048        | ARACAJU                     | SERGIPE               |
| 148045573        | SALVADOR                    | BAHIA                 |
| 80357493         | PELOTAS                     | RIO GRANDE DO SUL     |
| 29269192         | IRAI DE MINAS               | MINAS GERAIS          |
| 151183384        | BRASILIA                    | DISTRITO FEDERAL      |
| 58361387         | SENADOR GEORGINO AVELINO    | RIO GRANDE DO NORTE   |
| 102660408        | SANTOS                      | SAO PAULO             |
| 230890699        | SAO BERNARDO DO CAMPO       | SAO PAULO             |
| 381521104        | OSASCO                      | SAO PAULO             |
| 178134293        | SANTA LUZIA DE CARATINGA    | MINAS GERAIS          |
| 866402717        | CABO FRIO                   | RIO DE JANEIRO        |
| 228519923        | TERESINA                    | PIAUI                 |
| 38392856         | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 64208277         | SANTA JULIANA               | MINAS GERAIS          |
| 244995149        | NATAL                       | RIO GRANDE DO NORTE   |
| 278468923        | FORTALEZA                   | CEARA                 |
| 79051109         | SETE LAGOAS                 | MINAS GERAIS          |
| 282178024        | SAO JOAQUIM DA BARRA        | SAO PAULO             |
| 8696661          | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 27732667         | SALVADOR                    | BAHIA                 |
| 9318416          | SENGES                      | PARANA                |
| 380445099        | EMBU DAS ARTES              | SAO PAULO             |
| 183447432        | SAO JOSE DO RIO PRETO       | SAO PAULO             |
| 427424920        | RIO VERDE                   | GOIAS                 |
| 767401219        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 156086533        | FORMOSA                     | GOIAS                 |
| 252471147        | MANAUS                      | AMAZONAS              |
| 244124379        | ITABORAI                    | RIO DE JANEIRO        |
| 373109195        | BELEM                       | PARA                  |
| 369461395        | CAPISTRANO                  | CEARA                 |
| 117687557        | SAPUCAIA DO SUL             | RIO GRANDE DO SUL     |
| 344597592        | SANTA CRUZ CABRALIA         | BAHIA                 |
| 271099619        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 42434219         | FORTALEZA                   | CEARA                 |
| 239824995        | FEIRA DE SANTANA            | BAHIA                 |
| 686376221        | DELFINOPOLIS                | MINAS GERAIS          |
| 107045381        | SAO PAULO                   | SAO PAULO             |
| 200011696        | ITUIUTABA                   | MINAS GERAIS          |
| 114867179        | PACATUBA                    | CEARA                 |
| 261908683        | SANTA ROSA DE VITERBO       | SAO PAULO             |
| 64836096         | TRACUATEUA                  | PARA                  |
| 363492581        | FEIRA DE SANTANA            | BAHIA                 |
| 49369139         | MANAUS                      | AMAZONAS              |
| 277887149        | CAMPINAS                    | SAO PAULO             |
| 735995587        | BOTUCATU                    | SAO PAULO             |
| 250204368        | ARACAJU                     | SERGIPE               |
| 351373141        | GOIANIA                     | GOIAS                 |
| 661946600        | PRIMAVERA DO LESTE          | MATO GROSSO           |
| 247678973        | IBITITA                     | BAHIA                 |
| 261004208        | BETIM                       | MINAS GERAIS          |
| 87013296         | SALVADOR                    | BAHIA                 |
| 164786293        | BLUMENAU                    | SANTA CATARINA        |
| 345253261        | TEOFILO OTONI               | MINAS GERAIS          |
| 67660549         | CONTAGEM                    | MINAS GERAIS          |
| 361304923        | JABOATAO DOS GUARARAPES     | PERNAMBUCO            |
| 262918781        | BELO HORIZONTE              | MINAS GERAIS          |
| 63232493         | ITAGUAI                     | RIO DE JANEIRO        |
| 88787941         | CANDIDO MOTA                | SAO PAULO             |
| 663437283        | ARARAQUARA                  | SAO PAULO             |
| 687333533        | BENTO GONCALVES             | RIO GRANDE DO SUL     |
| 670935053        | MAUA                        | SAO PAULO             |
| 212522397        | PINHEIRO                    | MARANHAO              |
| 120906085        | MANAUS                      | AMAZONAS              |
| 5397613          | CURITIBA                    | PARANA                |
| 32880797         | ORLANDIA                    | SAO PAULO             |
| 33327520         | IRAQUARA                    | BAHIA                 |
| 91162272         | LAJEDAO                     | BAHIA                 |
| 105125075        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 157072608        | SANTAREM                    | PARA                  |
| 22294083         | PETROLINA                   | PERNAMBUCO            |
| 268924168        | SOBRADINHO                  | BAHIA                 |
| 173736381        | BUJARU                      | PARA                  |
| 91910211         | PAULISTA                    | PERNAMBUCO            |
| 101686155        | JACI                        | SAO PAULO             |
| 216585627        | SAO MATEUS                  | ESPIRITO SANTO        |
| 857840211        | BELO HORIZONTE              | MINAS GERAIS          |
| 347853232        | BREU BRANCO                 | PARA                  |
| 10034691         | CAMPINAS                    | SAO PAULO             |
| 154439915        | VIANA                       | ESPIRITO SANTO        |
| 138235968        | FORTALEZA                   | CEARA                 |
| 178754251        | VIAMAO                      | RIO GRANDE DO SUL     |
| 342979603        | MONTIVIDIU                  | GOIAS                 |
| 111667397        | FORTALEZA                   | CEARA                 |
| 265161053        | TERESINA                    | PIAUI                 |
| 369230827        | FORTALEZA                   | CEARA                 |
| 295131685        | FEIRA DE SANTANA            | BAHIA                 |
| 186169499        | SAPUCAIA DO SUL             | RIO GRANDE DO SUL     |
| 284106187        | MARILIA                     | SAO PAULO             |
| 2940211          | BRUSQUE                     | SANTA CATARINA        |
| 172221776        | DIONISIO CERQUEIRA          | SANTA CATARINA        |
| 87922077         | PEREIRA BARRETO             | SAO PAULO             |
| 245021989        | PORTO FERREIRA              | SAO PAULO             |
| 196508613        | NOVA MUTUM                  | MATO GROSSO           |
| 182560829        | SAO JOSE DOS CAMPOS         | SAO PAULO             |
| 277857408        | SAO PAULO                   | SAO PAULO             |
| 98991083         | TRINDADE                    | GOIAS                 |
| 222387392        | JUAZEIRO                    | BAHIA                 |
| 115433309        | PORTO ALEGRE                | RIO GRANDE DO SUL     |
| 82986893         | VIGIA                       | PARA                  |
| 227945160        | CANDEIAS                    | BAHIA                 |
| 5439312          | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 74349248         | CUIABA                      | MATO GROSSO           |
| 248741461        | AMERICANA                   | SAO PAULO             |
| 33236341         | PINDORAMA DO TOCANTINS      | TOCANTINS             |
| 115168763        | SAO PAULO                   | SAO PAULO             |
| 677872803        | SAO VICENTE                 | SAO PAULO             |
| 131074776        | RESENDE                     | RIO DE JANEIRO        |
| 54977107         | SAO PAULO                   | SAO PAULO             |
| 115168357        | BRASILIA                    | DISTRITO FEDERAL      |
| 347580285        | SALVADOR                    | BAHIA                 |
| 66330285         | CIDADE OCIDENTAL            | GOIAS                 |
| 212522173        | ANANINDEUA                  | PARA                  |
| 143265715        | MORADA NOVA                 | PARA                  |
| 134749264        | JUNDIAI                     | SAO PAULO             |
| 376219829        | SANTA CRUZ DO SUL           | RIO GRANDE DO SUL     |
| 189405933        | AVARE                       | SAO PAULO             |
| 210279699        | BAGE                        | RIO GRANDE DO SUL     |
| 255099560        | CURITIBA                    | PARANA                |
| 88247731         | SAO PAULO                   | SAO PAULO             |
| 165419971        | BELEM                       | PARA                  |
| 206630920        | VITORIA DA CONQUISTA        | BAHIA                 |
| 763709368        | JAU                         | SAO PAULO             |
| 102687424        | SAO BERNARDO DO CAMPO       | SAO PAULO             |
| 336641832        | ANAPOLIS                    | GOIAS                 |
| 173506136        | BARRA DO GARCAS             | MATO GROSSO           |
| 257322045        | CAPAO DA CANOA              | RIO GRANDE DO SUL     |
| 792510571        | FIRMINOPOLIS                | GOIAS                 |
| 78384320         | NOVA IGUACU                 | RIO DE JANEIRO        |
| 349159043        | ANAPOLIS                    | GOIAS                 |
| 192681333        | CONTAGEM                    | MINAS GERAIS          |
| 33780605         | SAO PAULO                   | SAO PAULO             |
| 220813203        | BELO HORIZONTE              | MINAS GERAIS          |
| 100257683        | CONTAGEM                    | MINAS GERAIS          |
| 77680504         | CURITIBA                    | PARANA                |
| 66340909         | GUARULHOS                   | SAO PAULO             |
| 9470392          | NOVA IGUACU                 | RIO DE JANEIRO        |
| 249065080        | FRANCO DA ROCHA             | SAO PAULO             |
| 48088619         | SAO PAULO                   | SAO PAULO             |
| 100826699        | SALVADOR                    | BAHIA                 |
| 47275424         | SAO PAULO                   | SAO PAULO             |
| 214079245        | SAO PAULO                   | SAO PAULO             |
| 5046096          | SANTIAGO                    | RIO GRANDE DO SUL     |
| 428638179        | JABOATAO DOS GUARARAPES     | PERNAMBUCO            |
| 108119013        | RIBAS DO RIO PARDO          | MATO GROSSO DO SUL    |
| 249719949        | OSASCO                      | SAO PAULO             |
| 263973485        | MARACANAU                   | CEARA                 |
| 60770475         | SAO PAULO                   | SAO PAULO             |
| 682551069        | CAMPINAS                    | SAO PAULO             |
| 145034544        | VALPARAISO DE GOIAS         | GOIAS                 |
| 257553048        | SAO PAULO                   | SAO PAULO             |
| 16649912         | CAMPO ALEGRE                | ALAGOAS               |
| 745229592        | MANAUS                      | AMAZONAS              |
| 104427672        | SAO LUIS                    | MARANHAO              |
| 192858267        | RIO VERDE                   | GOIAS                 |
| 86751640         | SANTA MARIA                 | RIO GRANDE DO SUL     |
| 110817576        | RIBEIRA DO POMBAL           | BAHIA                 |
| 56340037         | ANDRADINA                   | SAO PAULO             |
| 56649880         | FEIRA DE SANTANA            | BAHIA                 |
| 196380424        | CUIABA                      | MATO GROSSO           |
| 132107099        | BELEM                       | PARA                  |
| 352963491        | IGARAPE-MIRI                | PARA                  |
| 19725171         | CURITIBA                    | PARANA                |
| 146373632        | JACAREZINHO                 | PARANA                |
| 801415048        | DUQUE DE CAXIAS             | RIO DE JANEIRO        |
| 133545048        | GUAIRA                      | PARANA                |
| 97015909         | COELHO NETO                 | MARANHAO              |
| 283073203        | CUBATAO                     | SAO PAULO             |
| 11550301         | LORENA                      | SAO PAULO             |
| 362406357        | JEQUIE                      | BAHIA                 |
| 369127336        | SAO PAULO                   | SAO PAULO             |
| 14044493         | CURITIBA                    | PARANA                |
| 282739936        | MAGE                        | RIO DE JANEIRO        |
| 181366741        | BACABAL                     | MARANHAO              |
| 200247139        | GOIANIA                     | GOIAS                 |
| 215882739        | MANAUS                      | AMAZONAS              |
| 243998645        | BRASILIA                    | DISTRITO FEDERAL      |
| 113406677        | JABOATAO DOS GUARARAPES     | PERNAMBUCO            |
| 137647512        | AFONSO CUNHA                | MARANHAO              |
| 658476928        | ANDRADAS                    | MINAS GERAIS          |
| 116924685        | PORTO VELHO                 | RONDONIA              |
| 214996008        | BELEM                       | PARA                  |
| 41944760         | SAO JOSE DOS PINHAIS        | PARANA                |
| 28258901         | PONTA PORA                  | MATO GROSSO DO SUL    |
| 35309987         | JOAO PESSOA                 | PARAIBA               |
| 203491187        | SENTO SE                    | BAHIA                 |
| 236766459        | CAMPINAS                    | SAO PAULO             |
| 262621843        | ANANINDEUA                  | PARA                  |
| 378298144        | SANTAREM                    | PARA                  |
| 381482197        | ARARAS                      | SAO PAULO             |
| 252922688        | SAO PAULO                   | SAO PAULO             |
| 217145133        | MACAPA                      | AMAPA                 |
| 94489117         | BRASILIA                    | DISTRITO FEDERAL      |
| 59597936         | SAO CARLOS                  | SAO PAULO             |
| 13581704         | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 72927621         | SAO PAULO                   | SAO PAULO             |
| 76997629         | MANAUS                      | AMAZONAS              |
| 128381800        | CUIABA                      | MATO GROSSO           |
| 173153723        | MANAUS                      | AMAZONAS              |
| 37265053         | ARACAJU                     | SERGIPE               |
| 123479485        | FORTALEZA                   | CEARA                 |
| 400392843        | PORANGATU                   | GOIAS                 |
| 228198144        | NOVA ODESSA                 | SAO PAULO             |
| 243491107        | ITU                         | SAO PAULO             |
| 23916949         | UBERLANDIA                  | MINAS GERAIS          |
| 131718613        | BARREIRAS                   | BAHIA                 |
| 252566992        | JAGUARIUNA                  | SAO PAULO             |
| 259760923        | ALVARES MACHADO             | SAO PAULO             |
| 42927707         | MOGI MIRIM                  | SAO PAULO             |
| 733122627        | AFOGADOS DA INGAZEIRA       | PERNAMBUCO            |
| 215186216        | OLINDA                      | PERNAMBUCO            |
| 166525389        | MAUA                        | SAO PAULO             |
| 108898019        | CUIABA                      | MATO GROSSO           |
| 255688563        | PRAIA GRANDE                | SAO PAULO             |
| 213193341        | TERESINA                    | PIAUI                 |
| 179397869        | SALTO                       | SAO PAULO             |
| 69874315         | TAUBATE                     | SAO PAULO             |
| 676299208        | JAU                         | SAO PAULO             |
| 222233219        | GRANJEIRO                   | CEARA                 |
| 282923635        | SAO BERNARDO DO CAMPO       | SAO PAULO             |
| 414829307        | RIBEIRAO DAS NEVES          | MINAS GERAIS          |
| 73701397         | PAICANDU                    | PARANA                |
| 147884147        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 70700840         | SUZANO                      | SAO PAULO             |
| 186335533        | SAO PAULO                   | SAO PAULO             |
| 3135680          | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 30152949         | ITABERABA                   | BAHIA                 |
| 286505789        | PEDRA BRANCA DO AMAPARI     | AMAPA                 |
| 199488304        | ITIQUIRA                    | MATO GROSSO           |
| 212808571        | SAO JOSE DE RIBAMAR         | MARANHAO              |
| 230561435        | SALVADOR                    | BAHIA                 |
| 253353939        | SUCUPIRA                    | TOCANTINS             |
| 289931264        | FORTALEZA                   | CEARA                 |
| 254931888        | SAO PAULO                   | SAO PAULO             |
| 16763200         | RIO BRANCO                  | ACRE                  |
| 66399909         | CATOLE DO ROCHA             | PARAIBA               |
| 672560899        | GUARULHOS                   | SAO PAULO             |
| 168261773        | BELO HORIZONTE              | MINAS GERAIS          |
| 97310581         | SALVADOR                    | BAHIA                 |
| 387088909        | MACAE                       | RIO DE JANEIRO        |
| 8745160          | SANTA TEREZINHA DE ITAIPU   | PARANA                |
| 688593987        | TAGUAI                      | SAO PAULO             |
| 98502280         | ARACATUBA                   | SAO PAULO             |
| 228718939        | NOVA MUTUM                  | MATO GROSSO           |
| 80442216         | SAO PAULO                   | SAO PAULO             |
| 203832051        | SALVADOR                    | BAHIA                 |
| 73248792         | CURITIBA                    | PARANA                |
| 2800645          | SAO JOSE                    | SANTA CATARINA        |
| 284744291        | SAO PAULO                   | SAO PAULO             |
| 233404576        | TRINDADE                    | GOIAS                 |
| 77328051         | SALVADOR                    | BAHIA                 |
| 184673501        | MARINGA                     | PARANA                |
| 756407456        | NATAL                       | RIO GRANDE DO NORTE   |
| 75514832         | EMBU DAS ARTES              | SAO PAULO             |
| 673438651        | FRANCO DA ROCHA             | SAO PAULO             |
| 744871576        | MASSANGANO                  | PERNAMBUCO            |
| 376696213        | PLANURA                     | MINAS GERAIS          |
| 280860797        | FLORIANOPOLIS               | SANTA CATARINA        |
| 205523352        | PORTO ALEGRE                | RIO GRANDE DO SUL     |
| 56226365         | MOGI DAS CRUZES             | SAO PAULO             |
| 272757357        | ANANINDEUA                  | PARA                  |
| 154610309        | PORTO VELHO                 | RONDONIA              |
| 147240032        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 273231496        | VILA VELHA                  | ESPIRITO SANTO        |
| 63726528         | SENADOR CANEDO              | GOIAS                 |
| 380440864        | BARRA DO JACUIPE            | BAHIA                 |
| 101493360        | RIO GRANDE DA SERRA         | SAO PAULO             |
| 217015573        | MANAUS                      | AMAZONAS              |
| 844212085        | BELO HORIZONTE              | MINAS GERAIS          |
| 34279067         | BRASILIA                    | DISTRITO FEDERAL      |
| 132508267        | FEIRA DE SANTANA            | BAHIA                 |
| 23181773         | QUEIMADAS                   | CEARA                 |
| 188169091        | ANAPOLIS                    | GOIAS                 |
| 15337936         | MARILAC                     | MINAS GERAIS          |
| 831679875        | MAGE                        | RIO DE JANEIRO        |
| 362142064        | CAMPINAS                    | SAO PAULO             |
| 372174501        | FORTALEZA                   | CEARA                 |
| 82455931         | MONTE ALTO                  | SAO PAULO             |
| 178273544        | CURACA                      | BAHIA                 |
| 37873571         | BLUMENAU                    | SANTA CATARINA        |
| 739292864        | PIRIPIRI                    | PIAUI                 |
| 7320253          | SAO PAULO                   | SAO PAULO             |
| 356263109        | TIMBAUBA                    | PERNAMBUCO            |
| 200142173        | BOM JESUS DA LAPA           | BAHIA                 |
| 109143571        | MURIAE                      | MINAS GERAIS          |
| 684408027        | SAO JOSE DOS CAMPOS         | SAO PAULO             |
| 146559376        | SAO PAULO                   | SAO PAULO             |
| 146758680        | ACARI                       | RIO GRANDE DO NORTE   |
| 146451901        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 102130829        | RECIFE                      | PERNAMBUCO            |
| 153589205        | MACAPA                      | AMAPA                 |
| 78228571         | SAO JOSE DO NORTE           | RIO GRANDE DO SUL     |
| 80241581         | VILA DOS CABANOS            | PARA                  |
| 14263571         | SAO PAULO                   | SAO PAULO             |
| 817146755        | MANAUS                      | AMAZONAS              |
| 78942456         | ELIAS FAUSTO                | SAO PAULO             |
| 137421803        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 142978408        | RECIFE                      | PERNAMBUCO            |
| 60241003         | SALVADOR                    | BAHIA                 |
| 252481512        | SANTO ANDRE                 | SAO PAULO             |
| 220253557        | GASPAR                      | SANTA CATARINA        |
| 374781541        | BELEM                       | PARA                  |
| 143703355        | RIO BRANCO                  | ACRE                  |
| 213658152        | MAUA                        | SAO PAULO             |
| 206549568        | ARAXA                       | MINAS GERAIS          |
| 264388376        | JACAREI                     | SAO PAULO             |
| 144926029        | ESTEIO                      | RIO GRANDE DO SUL     |
| 346227184        | APARECIDA DE GOIANIA        | GOIAS                 |
| 161877171        | COLIDER                     | MATO GROSSO           |
| 240773629        | FORTALEZA                   | CEARA                 |
| 286378509        | MATIAS OLIMPIO              | PIAUI                 |
| 214513507        | FEIRA DE SANTANA            | BAHIA                 |
| 375163547        | BRASILIA                    | DISTRITO FEDERAL      |
| 37181475         | LENCOIS PAULISTA            | SAO PAULO             |
| 205893517        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 263694523        | RONDONOPOLIS                | MATO GROSSO           |
| 8002123          | JABOATAO DOS GUARARAPES     | PERNAMBUCO            |
| 176061675        | SABARA                      | MINAS GERAIS          |
| 256977640        | SALVADOR                    | BAHIA                 |
